participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v2s3x28799	n/a	2026-03-13T00:30:06	2026-03-13T07:16:10
sub-v2s3x28800	n/a	2026-03-13T00:38:18	2026-03-13T05:06:15
sub-v2s3x28801	n/a	2026-03-13T00:47:23	2026-03-13T03:53:52
sub-v2s3x28802	n/a	2026-03-13T00:48:05	2026-03-13T05:29:33
sub-v2s3x28803	n/a	2026-03-13T00:53:25	2026-03-13T05:08:28
sub-v2s3x28804	n/a	2026-03-13T01:00:42	2026-03-13T05:46:48
sub-v2s3x28805	n/a	2026-03-13T01:00:56	2026-03-13T05:17:19
sub-v2s3x28806	n/a	2026-03-13T01:01:14	2026-03-13T05:26:15
sub-v2s3x28807	n/a	2026-03-13T01:00:30	2026-03-13T05:01:08
sub-v2s3x28808	n/a	2026-03-13T01:03:13	2026-03-13T05:28:22
sub-v2s3x28809	n/a	2026-03-13T01:09:07	2026-03-13T05:23:00
sub-v2s3x28810	n/a	2026-03-13T01:12:00	2026-03-13T05:36:45
sub-v2s3x28811	n/a	2026-03-13T01:21:37	2026-03-13T05:40:32
sub-v2s3x28812	n/a	2026-03-13T01:26:34	2026-03-13T06:16:46
sub-v2s3x28813	n/a	2026-03-13T01:28:43	2026-03-13T05:41:16
sub-v2s3x28814	n/a	2026-03-13T01:49:52	2026-03-13T05:48:56
sub-v2s3x28815	n/a	2026-03-13T02:01:20	2026-03-13T06:30:47
sub-v2s3x28816	n/a	2026-03-13T02:04:24	2026-03-13T08:04:10
sub-v2s3x28817	n/a	2026-03-13T02:06:53	2026-03-13T05:07:04
sub-v2s3x28818	n/a	2026-03-13T02:09:00	2026-03-13T05:51:12
sub-v2s3x28819	n/a	2026-03-13T02:13:54	2026-03-13T05:35:50
sub-v2s3x28820	n/a	2026-03-13T02:14:14	2026-03-13T05:20:41
sub-v2s3x28821	n/a	2026-03-13T02:16:25	2026-03-13T05:28:06
sub-v2s3x28822	n/a	2026-03-13T02:17:30	2026-03-13T05:30:54
sub-v2s3x28823	n/a	2026-03-13T02:19:01	2026-03-13T06:13:54
sub-v2s3x28824	n/a	2026-03-13T02:20:08	2026-03-13T06:35:52
sub-v2s3x28825	n/a	2026-03-13T02:20:57	2026-03-13T05:42:01
sub-v2s3x28826	n/a	2026-03-13T02:25:47	2026-03-13T06:02:08
sub-v2s3x28827	n/a	2026-03-13T02:26:08	2026-03-13T06:28:58
sub-v2s3x28828	n/a	2026-03-13T02:30:09	2026-03-13T06:42:29
sub-v2s3x28829	n/a	2026-03-13T02:32:07	2026-03-13T05:55:56
sub-v2s3x28830	n/a	2026-03-13T02:35:10	2026-03-13T06:46:05
sub-v2s3x28831	n/a	2026-03-13T02:41:10	2026-03-13T07:02:47
sub-v2s3x28832	n/a	2026-03-13T02:44:07	2026-03-13T06:35:16
sub-v2s3x28834	n/a	2026-03-13T02:52:20	2026-03-13T06:37:58
sub-v2s3x28835	n/a	2026-03-13T02:53:05	2026-03-13T06:42:54
sub-v2s3x28836	n/a	2026-03-13T02:56:48	2026-03-13T07:09:25
sub-v2s3x28837	n/a	2026-03-13T03:06:49	2026-03-13T06:50:07
sub-v2s3x28838	n/a	2026-03-13T03:09:06	2026-03-13T07:18:32
sub-v2s3x28839	n/a	2026-03-13T03:14:25	2026-03-13T06:28:26
sub-v2s3x28840	n/a	2026-03-13T03:16:01	2026-03-13T06:18:13
sub-v2s3x28841	n/a	2026-03-13T03:20:03	2026-03-13T07:28:01
sub-v2s3x28842	n/a	2026-03-13T03:22:09	2026-03-13T07:39:35
sub-v2s3x28843	n/a	2026-03-13T03:22:54	2026-03-13T07:43:33
sub-v2s3x28844	n/a	2026-03-13T03:23:27	2026-03-13T07:11:33
sub-v2s3x28845	n/a	2026-03-13T03:24:14	2026-03-13T07:56:49
sub-v2s3x28846	n/a	2026-03-13T03:25:07	2026-03-13T07:43:49
sub-v2s3x28847	n/a	2026-03-13T03:26:39	2026-03-13T07:07:59
